lat,lon,hectares,stage_of_control
64.79077148,-115.72226715,4.16477251,Unknown
65.00253296,-115.29524231,4.16477251,Unknown
64.78379822,-115.71881104,4.16477251,Unknown
64.78778839,-115.72875214,4.16477251,Unknown
50.1736908,-89.50456238,5.846591,Unknown
50.17290115,-89.50987244,5.846591,Unknown
50.22831726,-89.18190002,5.846591,Unknown
50.22753525,-89.18724823,5.846591,Unknown
64.86297607,-115.81292725,2.98011351,Unknown
64.86891937,-115.85571289,2.98011351,Unknown
64.86594391,-115.80651093,2.98011351,Unknown
51.35084152,-78.38378143,,Unknown
51.3503952,-78.39234924,,Unknown
51.34995651,-78.40087891,,Unknown
51.36851501,-78.27281952,,Unknown
51.36322784,-78.28085327,,Unknown
51.05361557,-84.47583771,,Unknown
51.05289078,-84.4828949,,Unknown
51.54606247,-78.20553589,,Unknown
51.55012512,-78.22348785,,Unknown
51.55503464,-78.22400665,,Unknown
51.56801605,-78.2605896,,Unknown
51.57247925,-78.26983643,,Unknown
51.58403778,-78.23614502,,Unknown
65.17588806,-116.87619781,0.0,Unknown
65.19418335,-116.83759308,4.16477251,Unknown
65.19501495,-116.85434723,4.16477251,Unknown
65.04307556,-117.17292023,4.16477251,Unknown
65.18807983,-116.85045624,4.16477251,Unknown
50.51205063,-89.35002136,5.846591,Unknown
50.49855423,-89.44122314,4.01136351,Unknown
65.4881134,-116.78397369,2.98011351,Unknown
65.49108124,-116.77765656,2.98011351,Unknown
51.61802673,-78.1799469,4.01136398,Unknown
51.61844254,-78.17108154,4.6117425,Unknown
65.49489594,-116.78793335,2.98011351,Unknown
65.56863403,-116.89977264,4.16477251,Unknown
65.48744202,-117.0528717,4.16477251,Unknown
65.478508,-117.07167053,4.16477251,Unknown
65.47550964,-117.07794952,4.16477251,Unknown
65.48834229,-117.06938934,4.16477251,Unknown
50.59811783,-89.15736389,5.846591,Unknown
50.597332,-89.16275787,5.846591,Unknown
51.65904617,-78.35160828,9.41477299,Unknown
51.65860748,-78.36035919,9.41477299,Unknown
51.65818405,-78.36882782,9.41477299,Unknown
50.64380646,-89.15097809,5.846591,Unknown
50.64144897,-89.16721344,5.846591,Unknown
50.63436508,-89.2158432,5.846591,Unknown
51.69533539,-78.50271606,4.6117425,Unknown
64.76899719,-115.27594757,0.0,Unknown
64.37705231,-116.53817749,4.16477251,Unknown
64.37441254,-116.54656219,4.16477251,Unknown
50.66835403,-89.19017792,5.846591,Unknown
50.66757584,-89.19558716,5.846591,Unknown
64.73127747,-115.40239716,2.98011351,Unknown
64.71692657,-115.45028687,4.16477251,Unknown
64.38340759,-116.5358429,4.16477251,Unknown
50.67582703,-89.20991516,5.846591,Unknown
50.68836212,-89.12325287,5.846591,Unknown
50.68758011,-89.12866974,5.846591,Unknown
64.7204895,-115.45617676,4.16477251,Unknown
64.77609253,-115.28765106,4.16477251,Unknown
64.77375031,-115.29553223,4.16477251,Unknown
64.73244476,-115.41625977,2.98011351,Unknown
64.73482513,-115.40828705,2.98011351,Unknown
50.66783524,-89.40599823,5.846591,Unknown
50.66704559,-89.41138458,5.846591,Unknown
64.38811493,-116.55657959,4.16477251,Unknown
64.38544464,-116.56508636,4.16477251,Unknown
64.75498199,-115.35855865,2.98011351,Unknown
64.78552246,-115.29148865,4.16477251,Unknown
64.78318024,-115.29936981,4.16477251,Unknown
64.7890625,-115.29733276,4.16477251,Unknown
50.75270462,-89.2682724,5.846591,Unknown
64.81433868,-115.7979126,0.0,Unknown
64.97730255,-115.30921936,0.0,Unknown
64.81678009,-115.78990173,0.0,Unknown
64.81921387,-115.7818985,2.98011351,Unknown
50.7450676,-89.5783844,0.0,Unknown
64.8346405,-115.81965637,4.16477251,Unknown
50.78079224,-89.33544159,5.846591,Unknown
64.83708191,-115.81165314,2.98011351,Unknown
65.00897217,-115.32636261,0.0,Unknown
50.80334854,-89.27513885,5.846591,Unknown
50.80098343,-89.29141235,5.846591,Unknown
64.99497986,-115.33817291,2.98011351,Unknown
65.03137207,-115.68971252,4.16477251,Unknown
65.02899933,-115.69760895,4.16477251,Unknown
65.02663422,-115.70554352,4.16477251,Unknown
50.79689026,-89.73587799,5.846591,Unknown
50.87162781,-89.25035858,5.846591,Unknown
50.79608536,-89.74126434,5.846591,Unknown
65.04554749,-115.67778015,2.98011351,Unknown
50.87132645,-89.34742737,5.846591,Unknown
50.8705368,-89.35285187,5.846591,Unknown
50.86975098,-89.35826874,5.846591,Unknown
65.85886383,-114.50205994,2.98011351,Unknown
50.87797165,-89.37271881,5.846591,Unknown
50.87718201,-89.37814331,5.846591,Unknown
50.87638855,-89.38357544,5.846591,Unknown
51.15636444,-87.81720734,,Unknown
50.69843674,-90.77549744,5.846591,Unknown
50.69928741,-90.77016449,4.01136351,Unknown
51.19068527,-87.77031708,,Unknown
51.18993378,-87.77610016,,Unknown
51.19404984,-87.77143097,,Unknown
51.19254684,-87.78297424,,Unknown
51.19515991,-87.78984833,,Unknown
51.35467148,-87.39360046,,Unknown
51.35807419,-87.3946991,,Unknown
51.16671371,-89.73839569,,Unknown
51.17157745,-89.72875214,,Unknown
51.17077637,-89.73418427,,Unknown
51.16997528,-89.73962402,,Unknown
51.16916656,-89.74504852,,Unknown
51.17403793,-89.73540497,,Unknown
51.17242432,-89.74628448,,Unknown
51.17161942,-89.75171661,,Unknown
51.17729568,-89.73664093,,Unknown
51.48107147,-87.8588028,,Unknown
51.48497009,-87.85559082,,Unknown
51.4842186,-87.86141205,,Unknown
51.4834671,-87.86723328,,Unknown
51.56223297,-88.49128723,,Unknown
51.56145859,-88.49697876,,Unknown
51.56555557,-88.4924469,,Unknown
51.56478119,-88.49814606,,Unknown
51.56401443,-88.50384521,,Unknown
51.71431351,-88.72205353,,Unknown
51.71762466,-88.72323608,,Unknown
51.71685028,-88.72892761,,Unknown
51.72756577,-88.72676849,,Unknown
51.73166275,-88.72225189,,Unknown
52.61286545,-83.55870819,,Unknown
52.61624146,-83.5502243,,Unknown
52.61872482,-83.56769562,,Unknown
51.45280838,-91.39718628,5.846591,Unknown
52.21666718,-88.98980713,,Unknown
51.76719284,-92.08874512,,Unknown
51.77135468,-92.08464813,,Unknown
50.93848038,-99.14321899,,Unknown
50.94235992,-99.14553833,,Unknown
52.27758408,-91.10614777,,Unknown
53.59895706,-95.45503235,,Unknown
53.60227966,-95.45681,,Unknown
53.60676193,-95.45246887,,Unknown
53.6044426,-95.46471405,,Unknown
54.57353592,-104.59606934,7.13636351,Unknown
54.57155609,-104.6032486,7.13636351,Unknown
54.56957245,-104.61042786,7.13636351,Unknown
54.56758499,-104.61762238,7.13636351,Unknown
65.20552826,-116.91887665,4.16477251,Unknown
65.20807648,-116.91060638,2.98011351,Unknown
55.11307907,-104.11144257,,Unknown
55.32023621,-102.13070679,0.0,Unknown
55.05376816,-104.50042725,7.528409,Unknown
55.78288269,-102.70832825,,Unknown
56.77456665,-99.17706299,,Unknown
55.38916397,-104.32848358,,Unknown
56.7779541,-99.17938232,,Unknown
56.22160721,-104.41110229,,Unknown
56.22555923,-104.41420746,,Unknown
56.27247238,-104.26998901,,Unknown
63.11624908,-112.77158356,,Unknown
63.20130539,-113.16452026,,Unknown
62.68020248,-105.97696686,,Unknown
63.1990242,-113.17234039,,Unknown
63.20269012,-113.17764282,,Unknown
64.42756653,-116.61810303,,Unknown
64.51422119,-116.55693054,,Unknown
65.54438019,-117.89572906,,Unknown
35.70266342,-86.58852386,,Unknown
34.68096542,-95.13619232,,Unknown
33.94379425,-93.13058472,,Unknown
41.57552719,-89.39676666,,Unknown
40.06241989,-89.42092133,,Unknown
38.56468964,-87.68696594,,Unknown
37.39585495,-93.89665985,,Unknown
39.11424637,-92.49429321,,Unknown
38.54851151,-93.02277374,,Unknown
47.07220078,-98.40888214,,Unknown
41.73738861,-95.91303253,,Unknown
40.79364395,-100.61203003,,Unknown
65.09273529,-117.40588379,4.16477251,Unknown
65.09008026,-117.41432953,4.16477251,Unknown
65.10435486,-117.76457214,0.0,Unknown
65.31299591,-116.9643631,0.0,Unknown
65.10413361,-117.7559433,0.0,Unknown
65.31242371,-117.09072876,0.0,Unknown
65.30038452,-116.91645813,0.0,Unknown
65.30392456,-116.92276001,0.0,Unknown
65.47194672,-116.78964233,4.16477251,Unknown
65.48291016,-116.77149963,4.16477251,Unknown
65.47940063,-116.76528168,4.16477251,Unknown
65.46945953,-116.79775238,4.16477251,Unknown
65.46201324,-116.82206726,4.16477251,Unknown
65.45952606,-116.83017731,4.16477251,Unknown
65.19328308,-117.73549652,4.16477251,Unknown
65.49342346,-116.79016876,2.98011351,Unknown
50.61502838,-88.98387909,5.846591,Unknown
50.61213684,-89.06854248,5.846591,Unknown
50.61196518,-89.0735321,5.846591,Unknown
50.61485672,-88.98890686,5.846591,Unknown
65.23554993,-117.79208374,2.98011351,Unknown
65.24186707,-117.79009247,2.98011351,Unknown
65.48318481,-117.04290771,4.16477251,Unknown
65.47815704,-117.05911255,4.16477251,Unknown
65.5079422,-118.08178711,0.0,Unknown
65.61092377,-117.56022644,0.0,Unknown
65.75302124,-117.29644012,2.98011351,Unknown
65.49202728,-117.6723175,2.98011351,Unknown
50.82712173,-87.74821472,,Unknown
65.7509613,-117.5933609,0.0,Unknown
50.77961731,-89.22496796,5.846591,Unknown
50.77905655,-89.23958588,5.846591,Unknown
50.76340485,-89.62822723,5.846591,Unknown
50.77791595,-89.26908112,5.846591,Unknown
65.76460266,-117.56716156,4.16477251,Unknown
65.70815277,-117.69509888,2.26931834,Unknown
50.77101517,-89.80699158,5.846591,Unknown
66.34125519,-117.27098846,0.0,Unknown
50.80902863,-89.2718811,5.846591,Unknown
50.8078537,-89.30101013,5.846591,Unknown
66.35875702,-117.2306366,4.16477251,Unknown
66.35640717,-117.23841095,4.16477251,Unknown
66.35746765,-117.2525177,4.16477251,Unknown
50.96580887,-89.17238617,5.846591,Unknown
50.96526718,-89.18731689,5.846591,Unknown
50.95187759,-89.40726471,5.846591,Unknown
50.91078568,-90.3800354,5.846591,Unknown
64.65175629,-115.63269806,2.98011351,Unknown
64.70983887,-115.40419769,4.16477251,Unknown
50.99710083,-89.17525482,5.846591,Unknown
50.99672699,-89.18524933,5.846591,Unknown
50.99653625,-89.1902771,5.846591,Unknown
64.65471649,-115.61711121,2.98011351,Unknown
64.71295166,-115.40738678,4.16477251,Unknown
64.71003723,-115.42297363,4.16477251,Unknown
64.70857239,-115.43076324,4.16477251,Unknown
64.66886139,-115.64102936,4.16477251,Unknown
64.68804169,-115.53974152,4.16477251,Unknown
64.68656921,-115.5475235,2.38778424,Unknown
51.35308075,-87.39325714,,Unknown
51.35873032,-87.39356995,,Unknown
64.76633453,-115.34883881,0.0,Unknown
51.25004196,-89.31409454,5.846591,Unknown
64.79519653,-115.31363678,0.0,Unknown
51.47986603,-87.84693146,5.846591,Unknown
51.47974396,-87.85279083,5.846591,Unknown
